Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
0,1,25,0,1,817,4,4,4,3,3,4,3,3,2,3,2,3,3,3,0,0.0
0,0,49,0,1,612,5,1,1,1,3,2,1,5,5,5,5,3,5,2,0,7.0
0,1,12,0,1,1269,3,3,3,4,4,3,4,4,4,4,4,1,4,4,18,19.0
0,0,51,0,0,1488,2,3,3,3,4,3,4,2,2,2,2,4,2,2,73,62.0
1,0,23,1,1,1460,2,4,2,4,1,2,1,1,4,2,4,4,4,1,0,17.0
0,0,23,0,0,3306,4,4,4,4,5,5,5,5,4,1,5,3,2,5,0,0.0
1,0,47,0,0,406,2,2,2,2,3,5,5,4,4,4,4,5,4,4,44,50.0
0,0,41,0,0,1624,2,2,2,2,4,5,5,5,5,5,5,3,5,5,0,0.0
1,0,25,0,0,3465,2,4,4,4,2,2,2,2,4,5,3,4,3,2,0,0.0
1,0,47,1,1,1276,2,4,2,3,2,2,2,2,3,3,4,3,5,2,9,23.0
1,0,39,1,1,294,1,5,1,3,1,1,1,1,3,2,5,4,5,1,0,0.0
1,1,37,0,0,1562,3,3,3,3,4,3,5,4,3,4,5,3,5,4,0,0.0
0,0,15,1,1,2153,1,4,1,1,3,1,1,3,5,2,4,4,5,3,38,2.0
1,0,51,0,0,2248,1,1,1,1,3,4,5,5,5,5,5,5,5,5,1,8.0
1,0,30,0,0,2974,4,4,4,4,4,4,4,4,3,3,4,3,5,4,74,67.0
0,0,10,1,2,338,1,5,3,3,5,3,4,5,4,2,4,5,4,5,0,0.0
1,0,34,1,1,200,3,1,3,3,2,3,2,2,2,2,2,1,3,2,0,0.0
0,1,37,0,0,372,5,5,5,4,4,5,4,4,4,4,5,3,4,4,11,0.0
1,0,23,1,1,130,1,4,1,3,5,1,3,5,2,4,3,4,3,5,0,9.0
0,1,23,0,1,419,3,4,3,5,1,3,1,1,5,3,4,3,5,1,0,6.0
1,0,27,0,0,2837,2,2,3,2,5,4,5,5,2,1,1,1,5,5,0,0.0
0,0,26,1,1,2475,4,1,3,3,1,3,1,1,2,5,3,2,4,1,16,15.0
0,0,21,0,0,1062,3,3,3,3,4,5,4,4,3,2,4,4,4,4,17,32.0
1,0,55,0,0,234,3,3,3,3,4,4,5,4,4,4,4,4,4,3,0,5.0
0,0,51,1,1,297,3,4,3,1,3,4,5,3,3,3,3,3,3,3,0,0.0
0,0,40,0,0,2248,2,2,2,2,3,4,4,2,2,2,2,4,2,2,0,0.0
1,1,25,0,1,370,3,0,3,2,3,3,3,3,5,5,1,1,3,3,0,0.0
1,0,7,1,1,515,4,4,2,4,1,2,1,1,5,2,4,3,5,1,10,0.0
1,0,21,0,2,762,3,1,1,1,3,4,4,3,2,4,5,2,2,3,0,0.0
1,1,28,0,1,1220,4,4,4,3,3,4,3,3,4,5,3,3,2,3,20,9.0
1,0,58,0,0,1721,3,3,3,3,3,4,5,4,4,4,4,4,4,5,18,0.0
0,0,68,1,1,1288,2,5,2,3,4,3,5,4,4,2,4,4,4,5,6,24.0
1,0,55,0,1,459,3,4,4,4,3,3,3,3,4,1,2,4,2,3,50,69.0
1,0,58,0,1,828,4,2,2,2,4,4,4,4,1,5,3,4,3,4,101,124.0
1,0,29,1,1,546,0,2,0,4,5,0,5,5,3,2,4,4,4,5,0,0.0
1,0,34,0,0,247,0,0,0,3,4,5,5,3,3,1,1,4,3,5,0,0.0
1,1,8,0,0,1117,4,3,4,3,3,4,3,3,4,5,4,4,3,3,0,7.0
1,0,49,1,1,160,1,1,1,3,5,1,5,5,2,3,3,1,3,5,4,6.0
0,0,39,0,2,266,2,1,4,1,2,2,2,2,1,3,3,4,3,2,49,56.0
0,0,57,1,2,500,3,5,3,2,3,4,5,5,5,3,5,4,5,5,0,0.0
1,0,24,1,1,319,2,3,2,1,5,2,5,5,3,3,2,1,3,5,49,37.0
0,0,40,0,0,3608,3,3,3,3,2,1,1,5,5,5,5,4,5,1,0,0.0
1,0,63,1,1,391,3,4,3,5,5,3,4,5,3,4,5,3,5,5,0,4.0
1,0,16,1,1,861,2,5,2,3,2,2,2,2,3,4,5,4,5,2,0,0.0
0,0,60,1,1,861,2,2,2,3,1,3,4,4,4,2,4,4,4,4,10,10.0
0,0,49,0,0,2149,1,1,1,1,5,4,4,4,4,4,4,4,4,5,0,0.0
1,0,61,1,1,731,5,5,5,2,1,5,1,1,1,2,5,3,5,1,0,0.0
1,1,38,0,0,762,4,3,3,2,4,3,4,4,5,2,5,5,4,4,0,4.0
0,0,20,1,1,545,2,0,2,3,5,2,1,5,3,4,3,3,1,5,4,0.0
1,0,20,1,1,483,2,3,2,3,5,2,5,5,5,2,3,2,4,5,91,82.0
1,0,13,1,0,861,2,1,2,4,2,2,2,2,3,1,4,2,3,2,0,7.0
0,0,29,0,0,1853,3,3,3,3,3,5,3,3,2,1,3,3,5,3,0,0.0
0,0,50,0,0,1744,5,5,5,5,5,3,5,5,5,4,5,4,5,4,0,0.0
0,0,25,0,0,2748,4,4,4,4,3,3,3,3,3,2,4,5,4,3,0,0.0
1,1,22,0,0,395,5,3,5,3,5,5,5,5,5,2,4,4,4,5,8,0.0
1,0,34,0,0,2627,1,1,1,1,3,4,1,5,5,5,5,5,5,4,0,0.0
0,0,51,0,0,2318,1,1,1,1,5,5,5,4,4,4,4,5,4,3,0,0.0
0,0,45,0,0,2486,4,4,4,4,3,4,5,5,5,5,5,3,5,4,7,5.0
1,0,56,0,0,1173,3,3,5,3,4,4,4,3,3,3,3,3,3,1,0,0.0
1,1,26,0,0,432,1,5,1,1,2,1,2,2,4,4,4,4,4,2,0,31.0
0,0,22,0,0,1722,2,5,5,5,2,2,2,2,2,4,3,3,3,2,0,53.0
1,0,31,0,0,1363,1,1,1,1,4,4,4,4,3,3,5,5,4,4,29,15.0
1,0,46,0,0,2623,3,3,3,3,3,5,4,5,5,5,5,3,5,5,0,0.0
0,0,34,1,1,589,2,5,2,1,1,2,1,1,4,5,4,5,5,1,0,0.0
1,0,11,0,0,622,2,5,5,5,2,1,2,2,1,4,3,4,3,2,21,19.0
1,0,35,0,0,2392,2,3,5,3,5,3,3,2,2,2,2,4,2,3,0,0.0
0,1,15,0,1,1043,2,2,2,3,5,2,5,5,3,1,4,2,4,5,3,0.0
1,1,34,0,0,304,1,0,0,1,2,0,2,2,5,5,4,5,4,2,74,77.0
1,0,35,0,1,1005,4,1,2,2,4,4,4,4,3,2,4,4,5,4,0,0.0
0,0,26,0,0,4243,2,2,2,2,4,4,4,3,5,4,4,4,5,4,26,0.0
1,0,23,1,1,1749,2,1,1,4,3,1,3,3,1,1,4,2,3,3,97,89.0
0,0,59,0,1,1562,5,1,1,1,1,4,1,5,5,5,5,1,5,4,35,27.0
1,0,16,1,1,282,2,5,2,3,5,2,5,5,3,3,5,5,4,5,8,16.0
1,0,39,0,0,1979,3,3,3,3,3,5,4,4,4,4,4,3,4,3,0,0.0
1,0,39,0,0,998,3,4,3,3,5,5,5,4,2,4,4,5,3,5,137,150.0
1,1,19,0,1,501,3,3,3,4,3,3,3,3,4,5,4,4,4,3,0,0.0
0,1,15,0,1,1183,3,3,3,4,4,3,1,4,4,1,4,2,3,4,34,41.0
0,0,69,1,1,177,4,5,4,3,4,4,5,2,2,4,2,3,2,5,0,0.0
1,1,26,0,1,842,1,1,1,2,5,1,5,5,1,3,3,4,2,5,38,28.0
0,1,20,0,0,386,5,0,5,3,4,5,2,4,3,5,5,3,5,4,0,0.0
1,0,43,0,0,1849,2,2,2,2,2,4,4,3,3,4,3,3,3,4,0,7.0
1,0,42,1,1,224,3,4,0,2,2,0,2,2,3,5,4,5,4,2,0,0.0
0,0,37,1,1,255,3,1,3,4,3,3,3,3,1,4,4,1,3,3,0,0.0
0,1,21,0,0,861,4,0,4,4,1,4,1,1,3,4,4,4,5,1,0,0.0
1,0,54,0,0,612,3,3,3,3,5,2,3,5,5,5,5,4,5,3,8,0.0
0,0,52,1,1,247,4,4,0,2,5,4,4,5,5,0,5,3,5,3,0,0.0
0,0,31,1,1,760,4,2,4,4,1,4,1,1,3,4,4,4,4,1,17,27.0
1,0,32,1,1,1546,2,5,2,2,3,2,3,3,4,2,5,4,5,3,20,5.0
0,0,11,1,1,2378,2,5,2,5,1,2,4,1,5,4,5,5,3,1,0,0.0
0,1,15,0,1,448,2,4,2,4,2,2,2,2,2,1,5,5,5,2,1,0.0
1,0,41,1,1,944,3,5,3,5,1,3,1,1,4,5,3,1,1,1,85,80.0
0,0,27,1,1,2036,2,4,2,1,3,2,3,3,5,5,5,5,4,3,0,0.0
1,1,40,0,0,857,2,2,2,3,4,2,4,4,4,2,5,5,5,4,0,0.0
0,0,24,0,0,1476,4,4,4,4,5,5,5,5,2,3,4,4,5,5,0,8.0
0,0,30,0,2,361,1,4,4,4,1,1,1,1,4,2,3,2,3,1,1,0.0
0,0,52,0,0,2768,4,1,1,1,2,4,4,4,4,3,4,2,4,4,0,0.0
0,0,17,0,1,594,5,5,5,5,5,5,3,5,4,1,1,3,5,5,0,5.0
0,1,28,0,0,280,3,3,3,1,4,3,4,4,3,4,4,5,5,4,0,0.0
1,0,38,0,1,308,2,1,3,1,2,2,2,2,2,3,2,3,2,2,0,15.0
0,0,35,1,1,1197,4,4,4,4,2,4,2,2,4,2,4,5,5,2,0,0.0
1,0,32,0,0,1904,4,4,4,4,4,4,4,4,3,5,4,4,4,4,0,0.0
0,0,43,1,1,301,3,4,3,3,5,4,5,4,4,3,2,4,4,5,0,0.0
1,0,50,0,0,1877,2,4,4,4,5,4,4,2,2,2,2,1,2,4,0,0.0
0,0,38,0,1,224,5,5,5,5,5,5,5,5,5,4,5,3,4,5,4,9.0
0,0,45,1,1,287,2,4,2,2,5,4,4,2,2,2,2,5,2,5,0,0.0
0,0,39,0,0,1930,2,2,2,2,2,5,5,4,4,3,4,4,4,3,0,0.0
1,0,32,1,1,868,3,3,3,1,4,3,4,4,4,2,3,4,4,4,0,0.0
0,1,30,0,0,991,2,2,2,5,3,2,3,3,4,5,4,5,4,3,0,0.0
1,0,45,1,1,1294,3,5,3,5,2,3,2,2,3,3,4,3,4,2,11,4.0
0,0,59,0,0,2490,5,5,5,5,5,4,4,4,4,4,4,3,4,5,64,53.0
1,0,67,1,1,719,3,3,3,4,1,3,1,1,2,2,3,1,5,1,24,14.0
0,0,65,1,1,1055,3,5,3,5,3,4,4,1,1,3,1,3,1,4,0,0.0
0,0,18,0,0,354,3,3,5,3,5,5,5,5,3,3,4,4,4,5,15,18.0
1,0,35,1,1,507,3,3,3,4,3,3,3,3,4,5,3,3,3,3,0,0.0
0,0,52,0,0,2917,5,5,5,5,5,5,5,3,4,4,4,5,3,5,15,32.0
0,0,39,0,0,3081,5,5,5,5,2,5,4,2,2,2,2,3,2,4,7,0.0
1,0,52,0,0,2342,5,5,5,5,4,5,4,4,4,4,4,4,4,3,0,0.0
1,0,17,1,2,302,3,5,3,3,4,3,4,4,4,4,3,4,3,4,0,0.0
0,0,32,0,0,2999,2,2,2,2,4,4,4,4,3,4,5,3,4,4,28,11.0
0,0,36,0,0,257,3,3,3,3,4,4,3,4,4,4,4,1,4,1,0,0.0
0,0,29,1,1,612,2,4,2,2,4,2,4,4,1,3,5,3,5,4,0,5.0
0,0,54,0,0,2632,3,3,3,3,2,5,4,3,3,4,3,3,3,5,0,0.0
1,0,51,0,0,1084,5,5,5,5,3,5,4,4,4,4,4,5,4,4,0,0.0
0,1,21,0,0,185,0,5,0,5,3,0,3,3,5,4,4,4,5,3,0,0.0
0,0,69,1,1,1546,1,5,1,2,4,3,4,1,1,1,1,4,1,3,1,26.0
1,0,70,1,2,534,2,4,2,2,4,2,4,4,5,3,4,4,4,4,19,18.0
0,1,24,0,1,1042,3,3,3,4,1,3,1,1,3,5,3,2,4,1,0,0.0
0,1,56,0,0,179,4,4,4,4,4,4,4,4,3,4,4,3,5,4,0,0.0
1,0,43,1,0,2521,5,2,5,2,5,1,1,3,4,1,3,1,1,1,60,51.0
1,0,41,1,1,337,2,5,5,3,3,5,3,3,3,3,4,3,5,3,66,65.0
0,0,36,1,2,944,2,4,2,3,4,2,4,4,2,4,5,3,3,4,0,0.0
1,0,50,0,0,1437,4,4,4,4,2,5,5,4,4,4,4,4,4,5,0,21.0
0,0,25,1,1,594,3,3,3,3,4,3,1,4,4,1,2,1,2,4,0,9.0
1,0,19,1,1,192,2,4,0,4,1,0,1,1,3,3,4,5,5,1,0,0.0
1,0,60,0,0,2198,3,3,3,3,3,4,4,4,4,4,4,3,4,3,23,4.0
1,0,33,1,2,262,3,1,3,3,3,3,3,3,4,2,3,1,3,3,4,16.0
1,0,21,1,1,1947,2,4,2,3,1,2,1,1,4,2,3,5,4,1,0,0.0
1,0,25,0,0,1747,1,1,1,1,4,4,4,4,5,3,4,5,5,4,0,2.0
1,0,44,0,1,692,5,2,2,2,5,5,5,5,4,2,2,2,3,5,0,0.0
1,0,30,0,0,1821,1,1,1,1,2,2,1,2,1,2,2,4,2,2,5,7.0
0,0,42,0,1,510,2,1,1,1,1,3,4,2,2,2,2,4,2,4,112,100.0
1,0,22,1,1,933,3,5,3,4,3,3,3,3,3,4,5,5,5,3,0,0.0
0,0,15,1,1,551,3,4,3,3,4,3,4,4,1,1,4,2,1,4,3,0.0
1,0,51,0,0,308,2,2,2,2,4,5,5,4,4,4,4,3,4,5,17,8.0
1,0,46,0,0,3533,4,4,4,4,3,1,3,3,3,3,3,1,3,2,0,0.0
1,1,39,0,0,689,1,1,1,3,3,1,3,3,3,5,4,3,5,3,1,0.0
1,0,39,0,1,1056,5,3,3,3,5,5,5,5,3,2,4,5,2,5,20,9.0
0,1,27,0,0,1310,4,4,4,5,3,4,5,3,3,5,5,5,5,3,0,0.0
0,0,43,0,0,2825,1,1,1,1,3,4,5,5,5,5,5,5,5,3,16,10.0
0,0,11,1,0,1020,2,2,2,3,2,2,1,2,1,1,4,3,4,2,2,0.0
1,0,46,0,0,1224,1,1,1,1,3,4,4,4,4,4,4,4,4,3,0,0.0
0,0,40,0,0,2808,4,3,3,3,3,3,4,3,3,3,4,4,3,3,7,2.0
0,0,22,0,0,1440,2,2,2,2,4,4,4,4,4,4,4,4,5,4,26,37.0
0,0,58,1,1,2475,4,4,4,3,4,1,1,3,3,3,4,1,3,1,29,10.0
1,0,29,0,0,2145,2,5,5,5,2,2,2,2,1,3,3,4,3,2,0,0.0
0,1,29,0,0,368,2,3,3,4,2,3,2,2,4,2,5,5,4,2,0,2.0
1,0,43,0,0,2520,5,4,5,5,4,4,1,3,3,3,3,2,3,3,0,0.0
0,0,59,1,1,468,2,4,2,2,1,2,3,5,5,2,5,5,5,2,4,0.0
0,0,30,0,2,402,3,1,1,1,3,3,3,3,4,2,3,1,3,3,0,6.0
0,0,46,0,0,371,1,1,4,1,4,4,4,4,2,4,4,4,5,4,142,134.0
0,0,29,1,1,781,5,4,5,5,4,5,4,4,4,5,4,4,4,4,0,0.0
0,0,67,1,1,1033,3,5,3,4,2,4,5,2,2,3,5,3,2,5,37,22.0
1,0,67,1,1,2276,3,2,3,4,3,4,4,4,4,2,4,4,1,4,0,5.0
1,0,46,0,1,954,2,2,2,2,2,2,2,2,5,4,2,2,4,2,0,0.0
1,0,22,1,1,253,3,5,0,2,2,0,2,2,5,3,5,4,2,2,113,103.0
0,1,24,0,1,1182,4,5,5,4,2,5,2,2,3,3,5,3,5,2,0,0.0
1,0,23,1,1,1481,4,5,4,4,3,4,3,3,2,4,1,1,5,3,0,0.0
1,0,57,1,1,187,3,5,3,4,5,3,5,5,5,4,5,4,5,5,0,0.0
1,1,26,0,1,406,3,5,3,4,3,3,3,5,5,4,1,3,4,3,149,138.0
1,1,22,0,0,447,0,1,0,2,2,0,2,2,3,2,4,3,4,2,0,0.0
1,0,51,0,0,1651,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0.0
0,0,46,1,1,2586,3,1,3,3,3,4,4,2,4,4,3,4,1,4,59,57.0
0,0,53,1,1,251,2,5,0,3,3,5,5,5,5,0,5,4,5,3,5,0.0
1,0,38,0,0,2027,3,3,3,3,5,1,1,4,4,4,4,2,4,1,124,111.0
1,0,26,0,0,3434,0,4,0,5,1,1,1,1,4,2,4,4,2,1,0,0.0
0,0,24,0,0,1013,3,3,3,3,3,3,3,3,1,1,2,2,2,3,25,13.0
1,0,8,0,1,1304,4,4,4,4,4,4,4,4,2,2,4,2,1,4,0,0.0
1,0,33,0,0,1819,3,2,2,2,3,3,3,3,3,4,2,1,1,3,0,0.0
0,0,13,1,1,387,2,1,2,3,1,2,1,1,4,1,3,1,4,1,16,12.0
0,0,43,0,0,1444,4,4,4,4,4,4,4,4,4,4,4,5,4,3,0,0.0
0,0,41,0,0,502,4,4,4,4,4,5,5,5,5,5,5,5,5,5,0,0.0
1,0,61,1,1,333,2,4,2,2,5,2,5,5,3,3,4,4,4,5,4,1.0
1,1,36,0,0,1126,1,1,1,4,1,1,1,1,5,5,5,3,5,1,13,5.0
1,1,36,0,1,292,1,0,1,4,1,1,1,1,1,5,4,1,3,1,5,1.0
1,0,29,1,1,1192,1,5,1,2,3,1,3,3,4,3,4,5,5,3,0,0.0
0,1,8,0,1,1107,4,4,4,3,5,4,5,5,3,3,4,3,5,5,18,5.0
0,0,38,0,0,3753,2,2,2,2,1,1,5,4,4,4,4,4,4,1,0,0.0
1,0,14,1,1,220,1,5,1,3,5,1,5,5,4,5,3,4,5,5,11,1.0
0,1,39,0,0,590,3,3,3,2,5,3,3,5,3,5,5,3,5,5,0,3.0
0,0,60,0,0,1071,2,2,2,2,4,5,1,3,3,4,3,5,3,1,0,0.0
0,0,69,1,1,419,1,4,1,3,1,1,4,4,2,3,4,4,4,4,150,147.0
0,1,24,0,2,391,3,5,3,2,3,3,3,3,5,2,5,2,5,3,0,0.0
0,0,50,0,0,3455,0,5,0,4,2,5,5,4,4,4,4,3,4,3,0,0.0
0,0,37,0,0,3969,1,3,3,3,5,3,3,4,4,4,1,3,4,3,27,61.0
0,0,42,0,0,1846,1,2,2,2,5,2,3,1,1,1,1,2,1,4,0,0.0
0,0,59,0,0,2400,2,2,2,2,5,5,5,4,5,4,5,5,5,5,0,0.0
0,0,66,0,0,280,2,3,3,3,4,4,4,2,2,2,2,4,2,2,0,0.0
0,0,65,1,1,745,3,5,4,4,1,2,5,3,3,4,1,4,3,5,0,0.0
1,0,45,1,1,173,2,5,0,1,2,0,5,2,5,5,4,4,4,2,0,0.0
0,0,49,1,1,1440,3,4,3,4,4,5,5,1,1,3,1,5,1,3,25,38.0
0,0,51,0,0,3993,1,1,1,1,4,5,4,4,4,4,4,3,4,4,8,0.0
0,0,30,1,1,1616,2,4,3,1,1,3,1,1,3,2,4,4,5,1,70,89.0
0,0,39,1,1,1773,4,5,4,5,5,4,5,5,2,2,3,3,1,5,14,18.0
1,1,27,0,0,1089,2,2,2,1,1,2,1,1,4,5,4,5,4,1,0,7.0
1,0,48,0,0,696,2,2,4,2,5,4,4,3,3,3,3,4,3,4,2,0.0
1,0,13,1,1,853,1,4,1,4,4,1,4,4,5,2,5,4,4,4,105,122.0
0,0,9,1,2,804,1,5,1,3,1,1,1,1,5,2,5,3,5,1,0,0.0
1,0,66,1,1,451,4,4,4,3,1,4,1,1,2,5,4,3,2,1,0,0.0
0,0,26,0,1,2378,4,5,5,5,4,5,5,4,3,2,5,4,5,4,4,0.0
1,0,65,0,0,479,2,2,5,2,3,5,4,5,5,5,5,5,5,3,11,13.0
0,0,39,0,0,1582,3,3,2,3,2,5,4,2,2,2,2,3,2,4,0,0.0
0,0,39,0,0,3873,4,4,4,4,2,4,4,4,4,4,4,4,4,3,0,0.0
1,1,25,0,0,1235,5,5,5,3,4,5,1,4,3,2,5,3,4,4,10,0.0
1,1,24,0,1,761,3,3,3,5,1,3,1,1,4,3,4,3,4,1,7,12.0
1,1,43,1,1,888,5,1,5,3,4,1,4,4,4,4,4,2,4,4,0,0.0
1,1,38,0,0,130,4,4,4,4,1,4,1,1,4,3,4,3,5,1,15,8.0
1,0,42,0,0,1372,3,3,5,3,4,4,4,5,4,5,4,4,3,4,141,125.0
0,0,32,0,0,2133,4,4,4,4,4,4,4,4,5,2,5,3,4,4,0,0.0
1,0,10,1,1,325,3,4,3,4,1,3,1,1,3,1,4,3,2,1,13,5.0
0,0,52,0,1,728,4,1,1,1,2,2,4,4,4,4,4,4,4,5,0,0.0
0,1,22,0,1,320,4,5,4,1,5,4,5,5,4,2,4,4,3,5,0,14.0
0,0,67,1,1,296,2,4,5,2,4,5,5,2,2,5,2,5,2,4,40,49.0
1,0,16,1,1,920,0,4,0,3,4,0,4,4,4,2,5,5,4,4,4,14.0
1,1,24,0,0,1138,4,4,4,4,5,4,4,5,3,2,4,4,5,5,0,0.0
1,0,56,1,1,220,3,3,3,1,2,3,2,2,1,3,5,3,3,2,29,22.0
1,1,37,0,0,1723,1,1,1,1,3,1,3,3,5,3,3,4,5,3,23,5.0
1,0,28,0,0,1680,4,4,4,4,5,5,5,5,4,1,5,5,4,5,0,14.0
1,1,50,0,0,1670,2,2,2,3,2,2,2,2,4,3,3,3,5,2,18,3.0
0,1,24,0,0,411,5,3,5,3,2,5,2,2,5,5,5,4,4,2,0,0.0
0,0,56,0,0,2568,3,1,1,1,5,3,2,3,3,3,3,3,3,4,0,0.0
1,0,24,1,0,271,0,1,0,3,4,0,4,4,2,3,3,1,4,4,5,0.0
1,0,45,0,0,460,3,3,3,3,2,4,4,4,4,5,4,5,4,5,5,6.0
1,0,70,1,1,2173,1,5,1,3,4,1,4,4,4,5,4,5,4,4,30,55.0
1,0,51,0,0,3991,5,5,5,5,3,4,5,4,4,3,4,5,4,3,0,0.0
0,0,29,1,1,925,0,5,0,2,1,0,1,1,5,1,3,5,1,1,0,3.0
1,0,59,1,1,680,1,5,1,2,1,1,1,1,1,2,5,4,1,1,52,79.0
0,0,44,0,0,3954,1,1,1,1,4,5,5,5,5,5,5,5,5,5,0,0.0
1,0,61,1,2,989,3,5,3,3,3,3,3,3,4,3,4,5,5,3,16,12.0
1,0,43,1,1,2588,0,5,0,1,0,5,5,3,4,5,5,5,5,5,0,0.0
1,0,46,0,0,2423,4,4,4,4,2,4,4,4,4,4,4,5,4,5,1,0.0
1,0,45,0,1,170,4,5,5,5,4,4,4,4,3,1,3,3,4,4,0,0.0
1,0,39,0,0,1180,5,5,5,5,2,4,4,5,5,5,5,4,5,3,14,2.0
1,0,62,1,1,862,2,4,2,4,4,2,4,4,5,2,5,4,5,4,0,0.0
1,0,45,0,0,3100,3,3,3,3,1,1,3,4,4,4,4,3,4,1,0,0.0
0,1,25,0,0,1452,3,5,3,4,3,3,3,3,4,4,5,5,5,3,9,23.0
1,0,35,0,0,1084,3,1,1,1,1,2,2,3,3,3,3,1,3,3,0,0.0
0,1,27,0,1,486,2,2,2,4,5,2,5,5,3,3,3,3,3,5,10,4.0
0,0,22,1,1,549,4,0,4,3,3,4,1,3,3,2,5,4,5,3,15,3.0
0,0,55,1,1,419,2,4,3,3,3,1,4,1,1,3,2,3,1,4,0,0.0
1,0,26,1,1,349,3,3,3,3,1,3,1,1,1,1,3,3,3,1,0,0.0
1,0,8,1,1,1258,4,5,4,3,3,4,3,3,3,3,3,3,5,3,0,0.0
0,0,21,1,2,912,4,5,4,5,2,4,1,2,3,2,5,3,4,2,0,0.0
0,0,28,0,0,1814,4,4,4,4,4,4,4,4,3,5,4,5,5,4,0,2.0
0,0,25,0,0,2419,1,2,2,2,1,1,1,1,1,3,2,1,3,1,0,5.0
1,0,45,0,0,1790,2,5,2,2,2,4,5,5,5,5,5,3,5,4,0,0.0
0,1,47,0,1,247,1,1,1,1,4,1,4,4,4,2,2,2,2,4,0,6.0
1,0,51,0,2,1075,2,4,1,4,2,2,2,2,1,2,4,4,3,2,5,0.0
1,0,58,0,0,3697,4,4,4,4,2,4,5,5,5,5,5,3,5,5,5,0.0
0,0,41,1,1,372,2,4,3,5,2,3,2,2,3,2,5,4,4,2,0,14.0
0,0,66,1,2,448,4,5,4,4,2,4,5,4,4,4,4,3,4,4,17,13.0
1,0,61,1,1,2462,3,4,3,3,1,3,1,1,4,5,5,4,4,1,0,2.0
0,1,36,0,1,326,2,0,2,4,3,2,3,3,4,4,4,4,5,3,0,0.0
1,0,52,0,0,3807,1,3,3,3,1,4,3,3,3,3,1,2,3,3,0,0.0
0,0,55,0,0,1849,3,3,3,3,5,4,5,3,3,3,3,4,3,5,0,0.0
1,0,57,0,0,1749,1,1,1,1,4,5,5,5,5,5,5,4,5,4,19,5.0
0,1,36,0,1,846,3,3,3,3,1,3,1,1,2,4,3,1,3,1,5,0.0
0,1,36,0,1,965,3,3,3,3,3,3,3,3,4,3,1,5,4,3,4,11.0
0,0,42,1,1,587,4,4,3,3,4,4,5,3,3,3,3,4,3,3,1,0.0
